frame_token,rank,share,nansen_label,insider_reviewed,entity_type,confidence,reason,insider_resolved,resolved_entity,resolved_source,resolved_identity,insider_traced,traced_source
BAL,1,0.1189,Paribu [0xc80afd],False,exchange,high,"Paribu is a Turkish centralized exchange; CEX wallet, not a project insider.",False,exchange,v4_reviewed,,False,v4_resolved
BAL,2,0.0551,,False,unlabeled,high,"Empty label, bare address; unlabeled survivor treated as retail.",False,retail,gapfill_resolved,EOA unlabeled,False,v4_resolved
BAL,3,0.0448,Balancer: Shareholder [0xff0523],True,investor,medium,Nansen 'Balancer:' project-namespace label denoting a Balancer equity Shareholder; project-affiliated insider for the BAL token.,True,insider,gapfill_resolved,Balancer Vested Shareholders wallet,True,v4_resolved
BAL,4,0.0184,,False,unlabeled,high,"Empty label, bare address; unlabeled survivor treated as retail.",False,retail,gapfill_resolved,EOA unlabeled,False,v4_resolved
BAL,5,0.0136,Token Millionaire [0x91b9e5],False,retail,high,Generic Nansen behavioral label for a large holder with no project tie; explicitly retail per rule.,False,retail,v4_reviewed,,False,v4_resolved
BAL,6,0.0135,High Balance [0xda6b2a],False,retail,high,"Generic behavioral 'High Balance' label, no project affiliation; retail.",False,retail,v4_reviewed,,False,v4_resolved
BAL,7,0.0132,High Balance [0xd519d5],False,retail,high,"Generic behavioral 'High Balance' label, no project affiliation; retail.",False,retail,v4_reviewed,,False,v4_resolved
BAL,8,0.0129,High Balance [0xbb1905],False,retail,high,"Generic behavioral 'High Balance' label, no project affiliation; retail.",False,retail,v4_reviewed,,False,v4_resolved
BAL,9,0.0126,Token Millionaire [0xe08a8b],False,retail,high,"Generic Nansen behavioral large-holder label, no project tie; retail.",False,retail,v4_reviewed,,False,v4_resolved
BAL,10,0.0126,High Balance [0x1c39ba],False,retail,high,"Generic behavioral 'High Balance' label, no project affiliation; retail.",False,retail,v4_reviewed,,False,v4_resolved
COMP,1,0.0274,Robinhood: Hot Wallet [0x841ed6],False,exchange,high,"Robinhood CEX hot wallet; centralized exchange custody, not project-controlled.",False,exchange,v4_reviewed,,False,v4_resolved
COMP,2,0.026,,False,unlabeled,high,"Empty Nansen label / bare address; unlabeled survivor, treated as retail.",False,retail,gapfill_resolved,EOA unlabeled,False,v4_resolved
COMP,3,0.0203,Coinbase Prime: Custody Wallet [0x4290cd],False,exchange,high,"Coinbase Prime custody wallet; CEX custody, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
COMP,4,0.0173,,False,unlabeled,high,"Empty Nansen label / bare address; unlabeled survivor, treated as retail.",False,retail,gapfill_resolved,EOA unlabeled,False,v4_resolved
COMP,5,0.0152,Compound: COMP Multisig [0xeb6332],True,multisig,high,"Compound protocol team multisig; team-controlled COMP, insider.",True,multisig,v4_reviewed,,True,trace_team_confirmed
COMP,6,0.0131,Compound: COMP Distributor [0xc78e14],False,protocol_contract,high,"COMP distributor/reward contract; protocol distribution mechanism, not a team holding.",False,protocol_contract,v4_reviewed,,False,v4_resolved
COMP,7,0.0121,Bybit [0x6522b7],False,exchange,high,"Bybit CEX wallet; centralized exchange, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
COMP,8,0.0115,Geoffrey Hayes [0x3e0f52],True,founder,high,"Geoffrey Hayes is a Compound Labs co-founder/lead engineer; named protocol founder, insider.",True,founder,v4_reviewed,,True,v4_resolved
COMP,9,0.0114,Sablier: Vesting [0x7c01aa],True,vesting,medium,"Sablier vesting contract holding COMP; vesting/grant allocation classified insider, though exact beneficiary not confirmed from label.",True,vesting,v4_reviewed,,True,v4_resolved
COMP,10,0.0114,Binance: BSC-pegged Assets [0x47ac0f],False,exchange,high,"Binance BSC-peg/bridge custody wallet; CEX-operated, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
CRV,1,0.0306,Token Millionaire [0x72402c],False,retail,high,Token Millionaire is an explicit retail behavioral label with no project tie.,False,retail,v4_reviewed,,False,v4_resolved
CRV,2,0.0204,Kraken: Hot Wallet [0xbe7be7],False,exchange,high,"Kraken hot wallet is a centralized-exchange custody address, not a protocol insider.",False,exchange,v4_reviewed,,False,v4_resolved
CRV,3,0.0153,OKX: Deposit [0x611f7b],False,exchange,high,"OKX deposit address is a centralized-exchange wallet, not an insider.",False,exchange,v4_reviewed,,False,v4_resolved
CRV,4,0.0152,Luno: Wallet [0x3a5cc8],False,exchange,high,"Luno is a centralized exchange; its wallet is exchange custody, not a protocol insider.",False,exchange,v4_reviewed,,False,v4_resolved
CRV,5,0.0126,Kraken [0xd2dd7b],False,exchange,high,"Kraken-labeled address is a centralized-exchange wallet, not an insider.",False,exchange,v4_reviewed,,False,v4_resolved
CRV,6,0.0123,Kraken [0x7dafba],False,exchange,high,"Kraken-labeled address is a centralized-exchange wallet, not an insider.",False,exchange,v4_reviewed,,False,v4_resolved
CRV,7,0.0111,eToro: Wallet [0x77fb35],False,exchange,high,"eToro is a centralized broker/exchange; its wallet is exchange custody, not a protocol insider.",False,exchange,v4_reviewed,,False,v4_resolved
CRV,8,0.0101,Bybit: Hot Wallet [0x8fa129],False,exchange,high,"Bybit hot wallet is a centralized-exchange custody address, not an insider.",False,exchange,v4_reviewed,,False,v4_resolved
CRV,9,0.0099,Passive Holder [0x5dc612],False,retail,high,Passive Holder is a generic behavioral label with no protocol/team tie; retail.,False,retail,v4_reviewed,,False,v4_resolved
CRV,10,0.0071,Bybit [0x88a149],False,exchange,high,"Bybit-labeled address is a centralized-exchange wallet, not an insider.",False,exchange,v4_reviewed,,False,v4_resolved
DIMO,1,0.0241,Multisig [0xccfa7c],True,multisig,low,Bare unattributed multisig (no protocol name / no known owner); multisig is team-controlled per rule but attribution is missing.,True,insider,gapfill_resolved,Multisig (Nansen label; Blockscout chain-137 outage),True,trace_team_confirmed
DIMO,2,0.0225,,False,unlabeled,high,"Empty label; unlabeled bare address treated as retail, not insider.",True,insider,gapfill_resolved,"GnosisSafe multisig (SafeProxy, impl GnosisSafeL2) on Polygon",False,trace_independent_not_insider
DIMO,3,0.0158,[0x3ace81],False,unlabeled,medium,"Bracketed bare hex address with no Nansen label; unlabeled, no project tie -> retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
DIMO,4,0.0157,Gnosis Safe Proxy [0x62b98e],True,multisig,low,"Gnosis Safe Proxy but bare/unattributed (no protocol owner); Safe is team-controlled per rule, attribution missing.",True,insider,gapfill_resolved,Gnosis Safe Proxy multisig (Nansen label; Blockscout chain-137 outage),False,trace_independent_not_insider
DIMO,5,0.0148,[0x0daf06],False,unlabeled,medium,"Bracketed bare hex address, no Nansen label; unlabeled -> retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
DIMO,6,0.0147,[0x7b3d49],False,unlabeled,medium,"Bracketed bare hex address, no Nansen label; unlabeled -> retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
DIMO,7,0.0137,[0xc20d25],False,unlabeled,medium,"Bracketed bare hex address, no Nansen label; unlabeled -> retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
DIMO,8,0.0137,Gnosis Safe Proxy [0xced3c9],True,multisig,low,"Gnosis Safe Proxy but bare/unattributed (no protocol owner); Safe is team-controlled per rule, attribution missing.",True,multisig,v4_reviewed,,False,trace_independent_not_insider
DIMO,9,0.0132,[0x597a1d],False,unlabeled,medium,"Bracketed bare hex address, no Nansen label; unlabeled -> retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
DIMO,10,0.0132,[0xe2c966],False,unlabeled,medium,"Bracketed bare hex address, no Nansen label; unlabeled -> retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
DRIFT,1,0.1409,Upbit: Internal Wallet [FH9iLV5Z],False,exchange,high,"Upbit is a major Korean CEX; internal wallet is exchange custody, not project-controlled.",False,exchange,v4_reviewed,,False,v4_resolved
DRIFT,2,0.0549,,False,unlabeled,high,Empty label / bare address; unlabeled survivor treated as retail.,False,unlabeled,v4_reviewed,Solana address (no label),False,v4_resolved
DRIFT,3,0.04,Drift [7LCwgH3T],True,treasury,medium,Wallet labeled with just the bare protocol name 'Drift' = project/team-controlled operational wallet.,True,insider,gapfill_resolved,Drift [7LCwgH3T],True,v4_resolved
DRIFT,4,0.0267,Coinbase: Deposit [EPpctwZp],False,exchange,high,"Coinbase deposit address; CEX custody, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
DRIFT,5,0.0224,[DemTRm4s],False,unlabeled,high,Bare bracketed hex address with no Nansen attribution; unlabeled retail.,False,unlabeled,v4_reviewed,,False,v4_resolved
DRIFT,6,0.0151,DRIFT Investment Recipient [3VYKR2SW],True,investor,high,'<TOKEN> Investment Recipient' is an investor allocation per rule; insider.,True,investor,v4_reviewed,,True,v4_resolved
DRIFT,7,0.0145,Drift Foundation [HPjkU5hU],True,foundation,high,Protocol foundation = team/treasury entity; insider.,True,foundation,v4_reviewed,,True,v4_resolved
DRIFT,8,0.0117,DRIFT Custody Vaults [87HMEidQ],True,treasury,low,'<Protocol> Custody Vaults' ambiguous: protocol-custodied team treasury vs DeFi user-deposit vaults (Drift's vault product); called insider per protocol-custody rule but low-confidence.,True,treasury,v4_reviewed,,True,v4_resolved
DRIFT,9,0.011,Bybit: Hot Wallet [5LZkATrL],False,exchange,high,"Bybit CEX hot wallet; exchange, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
DRIFT,10,0.0089,Bithumb: Hot Wallet [8Mm46Csq],False,exchange,high,"Bithumb is a major Korean CEX hot wallet; exchange, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
ENS,1,0.0352,Nick Johnson [0x2cd5bb],True,founder,high,Nick Johnson is the lead developer and founder of ENS (Ethereum Name Service); a named protocol founder/team member.,True,founder,v4_reviewed,,True,v4_resolved
ENS,2,0.0253,Bithumb: Hot Wallet [0x498697],False,exchange,high,"Bithumb is a Korean centralized exchange; explicit hot wallet, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
ENS,3,0.0079,Token Millionaire [0xa0b49e],False,retail,high,Generic Nansen whale/retail tag with no protocol tie; retail holder.,False,retail,v4_reviewed,,False,v4_resolved
ENS,4,0.0075,OKX: Deposit [0x073f56],False,exchange,high,OKX centralized-exchange deposit wallet; not insider.,False,exchange,v4_reviewed,,False,v4_resolved
ENS,5,0.0044,Token Millionaire [0x6a496c],False,retail,high,"Generic whale/retail tag, no project association; retail.",False,retail,v4_reviewed,,False,v4_resolved
ENS,6,0.0036,Bybit [0x187c9f],False,exchange,high,Bybit centralized exchange wallet; not insider.,False,exchange,v4_reviewed,,False,v4_resolved
ENS,7,0.0033,Token Millionaire [0x801960],False,retail,high,"Generic whale/retail tag, no project tie; retail.",False,retail,v4_reviewed,,False,v4_resolved
ENS,8,0.0027,,False,unlabeled,high,"Empty label / bare address, unmatched in Nansen top set; treat as unlabeled retail, not insider.",False,unlabeled,v4_reviewed,,False,v4_resolved
ENS,9,0.0024,Gnosis Safe Proxy [0x4e5cb5],True,multisig,low,"Gnosis Safe multisig (team-controlled class) but BARE/unattributed: no protocol name or known owner, so could be a user Safe rather than ENS team; insider per multisig rule at low confidence.",True,multisig,v4_reviewed,,True,v4_resolved
ENS,10,0.0022,BTCTurk [0x76ec5a],False,exchange,high,BTCTurk Turkish centralized exchange wallet; not insider.,False,exchange,v4_reviewed,,False,v4_resolved
ETHFI,1,0.1115,ETHFI Investment Recipient [0x95bf94],True,investor,high,'<TOKEN> Investment Recipient' is an explicit investor/insider allocation per rule.,True,investor,v4_reviewed,,True,v4_resolved
ETHFI,2,0.0449,ETHFI Investment Recipient [0xf10873],True,investor,high,ETHFI Investment Recipient -> investor allocation; insider.,True,investor,v4_reviewed,,True,v4_resolved
ETHFI,3,0.0394,Token Millionaire [0xf619ab],False,retail,high,"'Token Millionaire' is a behavioral retail-whale label, not a project entity.",False,retail,v4_reviewed,,False,v4_resolved
ETHFI,4,0.0319,ETHFI Investment Recipient [0x6630ff],True,investor,high,ETHFI Investment Recipient -> investor allocation; insider.,True,investor,v4_reviewed,,True,v4_resolved
ETHFI,5,0.0304,Token Millionaire [0x7a9319],False,retail,high,"'Token Millionaire' behavioral retail label, no project tie.",False,retail,v4_reviewed,,False,v4_resolved
ETHFI,6,0.0193,Binance: Wallet [0x43684d],False,exchange,high,"Binance CEX wallet -> exchange, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
ETHFI,7,0.0174,ether.fi: DAO Treasury [0x7d4bbe],True,treasury,high,ether.fi DAO Treasury is the protocol's own treasury; team/project-controlled insider.,True,treasury,v4_reviewed,,True,v4_resolved
ETHFI,8,0.0168,Binance [0x5a52e9],False,exchange,high,"Binance CEX -> exchange, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
ETHFI,9,0.015,,False,unlabeled,high,"No Nansen label / unmatched survivor -> unlabeled retail, not insider.",False,retail,gapfill_resolved,EOA unlabeled,False,v4_resolved
ETHFI,10,0.014,Token Millionaire [0x133166],False,retail,high,"'Token Millionaire' behavioral retail label, no project tie.",False,retail,v4_reviewed,,False,v4_resolved
GEOD,1,0.0616,Token Vault [0x3a6906],False,protocol_contract,low,"Generic Nansen 'Token Vault' auto-label = a contract custodying tokens, no GEOD/project name attributing it to the team; ambiguous between a generic deposit/reward vault and a team vesting/treasury vault, so not classed insider on the label alone.",False,protocol_contract,gapfill_resolved,Token Vault (Nansen label; Blockscout chain-137 outage),False,v4_resolved
GEOD,2,0.0407,Token Millionaire [0x47c8eb],False,retail,high,'Token Millionaire' is a large-holder retail tag with no project tie; per rule = retail.,False,retail,v4_reviewed,,False,v4_resolved
GEOD,3,0.0375,Token Millionaire [0xcdd8dc],False,retail,high,"'Token Millionaire' large-holder retail tag, no project affiliation; retail.",False,retail,v4_reviewed,,False,v4_resolved
GEOD,4,0.0204,Token Millionaire [0x3783f3],False,retail,high,"'Token Millionaire' large-holder retail tag, no project affiliation; retail.",False,retail,v4_reviewed,,False,v4_resolved
GEOD,5,0.0204,Multisig [0xcecccb],True,multisig,low,Team-controlled multisig per insider rule; bare/unattributed (no protocol name / no known owner) so confidence low.,True,insider,gapfill_resolved,Multisig (Nansen label; Blockscout chain-137 outage),False,trace_independent_not_insider
GEOD,6,0.0173,Multisig [0xcdfd8e],True,multisig,low,Team-controlled multisig per insider rule; bare/unattributed (no protocol name / no known owner) so confidence low.,True,insider,gapfill_resolved,"GnosisSafe multisig (GnosisSafeProxy, master_copy impl=GnosisSafeL2 0x3E5c63)",False,trace_independent_not_insider
GEOD,7,0.0127,ParaFi Capital [0x3ad45f],True,investor,high,ParaFi Capital is a named crypto VC/investment fund explicitly on the insider investor list; insider investor.,True,investor,v4_reviewed,,True,v4_resolved
GEOD,8,0.0088,Gate: Wallet [0x0d0707],False,exchange,high,"Gate centralized-exchange wallet; CEX custody, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
GEOD,9,0.0088,GSR:  [0xe92e65],False,market_maker,medium,GSR is a market maker / trading desk; not insider absent evidence of project-seeding from the bare label.,False,market_maker,v4_reviewed,,False,v4_resolved
GEOD,10,0.0082,GEOD Staking Pool [0x682ba8],False,protocol_contract,high,"Named staking pool contract (user-staking aggregation), not a team-controlled treasury; protocol contract, not insider.",False,protocol_contract,v4_reviewed,,False,v4_resolved
GMX,1,0.067,GMX_LockboxAdapter [0x02984c],False,protocol_contract,high,"LockboxAdapter is a cross-chain xERC20 bridge/lockbox infra contract for moving GMX across chains; protocol infrastructure, not a team treasury.",False,protocol_contract,v4_reviewed,,False,v4_resolved
GMX,2,0.0273,GMX Staking Pool [0x0755d3],False,protocol_contract,high,"Staking pool custodies user-staked GMX (aggregated user deposits), not a team/insider allocation.",False,protocol_contract,v4_reviewed,,False,v4_resolved
GMX,3,0.0267,Uniswap: GMX-ETH Liquidity Pool [0x80a9ae],False,lp,high,"Uniswap AMM liquidity pool holding user-provided liquidity; DEX LP, not insider.",False,lp,v4_reviewed,,False,v4_resolved
GMX,4,0.0142,SafeProxy [0xc6378d],True,multisig,low,"Bare unattributed Gnosis SafeProxy with no protocol name or known owner; team-controlled multisig presumption per rule, but unattributed so low confidence.",True,multisig,v4_reviewed,,True,trace_team_confirmed
GMX,5,0.0138,OKX [0xafee42],False,exchange,high,"OKX centralized-exchange wallet; custodial exchange holdings, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
GMX,6,0.0137,GMX: GMX Timelock [0x68863d],True,treasury,medium,"GMX governance/admin Timelock contract custodying GMX under team/governance control; team-controlled admin infrastructure, not user-aggregation.",True,treasury,v4_reviewed,,True,v4_resolved
GMX,7,0.0124,SafeProxy [0x4d4dc3],True,multisig,low,"Second bare unattributed SafeProxy, no owner attribution; team-controlled multisig presumption, low confidence due to missing attribution.",True,multisig,v4_reviewed,,True,trace_team_confirmed
GMX,8,0.0095,GMX: Gmx Vester [0x199070],True,vesting,high,GMX Vester is the team/contributor token-vesting contract; vesting allocation is insider by rule.,True,vesting,v4_reviewed,,True,v4_resolved
GMX,9,0.0069,Binance: Wallet [0x25681a],False,exchange,high,"Binance centralized-exchange wallet; custodial exchange holdings, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
GMX,10,0.0065,GMX Market [0xbd4814],False,protocol_contract,high,"GMX V2 Market contract holding pooled LP liquidity / trader collateral; protocol contract, not team allocation.",False,protocol_contract,v4_reviewed,,False,v4_resolved
GRASS,1,0.1601,,False,unlabeled,high,"Empty/bare label, not matched in Nansen top set; largest holder but no project tie -> unlabeled, treat as retail per rule (do not assume insider).",False,unlabeled,v4_reviewed,Solana address (no label),False,v4_resolved
GRASS,2,0.066,Gate: Wallet [u6PJ8DtQ],False,exchange,high,"Gate.io centralized-exchange wallet; CEX custody, not a protocol insider.",False,exchange,v4_reviewed,,False,v4_resolved
GRASS,3,0.0316,,False,unlabeled,high,"Empty label, no Nansen attribution and no project tie -> unlabeled, low-balance survivor classed retail.",False,unlabeled,v4_reviewed,Solana address (no label),False,v4_resolved
GRASS,4,0.0265,,False,unlabeled,high,"Empty label, no attribution -> unlabeled retail; no team/treasury/investor signal.",False,unlabeled,v4_reviewed,Solana address (no label),False,v4_resolved
GRASS,5,0.0224,,False,unlabeled,high,"Empty label, no attribution -> unlabeled retail.",False,unlabeled,v4_reviewed,Solana address (no label),False,v4_resolved
GRASS,6,0.0193,,False,unlabeled,high,"Empty label, no attribution -> unlabeled retail.",False,unlabeled,v4_reviewed,Solana address (no label),False,v4_resolved
